region,year,poverty_incidence,employment_rate,household_income,wages_salaries,agricultural_income,remittance_amount,total_expenditure,food_expenditure,family_size,per_capita_income,education_level,urban_share,access_to_electricity,credit_access,safe_water_access,safe_toilet_access,durable_wall_share,households,unemployment_rate,literacy_rate,access_to_basic_services,health_index,grdp,population_proxy,population_growth,inflation_rate
BARMM,1991,93.33333333333333,90.0,58375.61666666667,12908.25,23917.166666666668,1201.55,52786.60833333333,18965.6,5.783333333333333,13599.585416666667,3.4166666666666665,21.666666666666668,52.5,30.833333333333336,86.66666666666667,88.33333333333333,49.166666666666664,120,10.0,48.80952380952381,75.83333333333333,87.5,7.005074,694.0,-4.670329670329664,3.6085736254846124
BARMM,1994,96.66666666666667,85.83333333333333,61771.333333333336,12548.3,24975.916666666668,2096.5416666666665,56143.34166666667,19025.116666666665,5.35,14528.277833333334,3.441666666666667,25.833333333333336,68.33333333333333,28.333333333333332,91.66666666666666,81.66666666666667,53.333333333333336,120,14.166666666666671,49.16666666666667,80.55555555555556,86.66666666666666,7.41256,642.0,-7.49279538904899,6.35906234425303
BARMM,1997,93.33333333333333,90.83333333333333,64982.59166666667,14992.008333333333,27671.341666666667,3788.575,59225.6,19903.791666666668,5.216666666666667,16765.5745,3.433333333333333,25.833333333333336,71.66666666666667,33.33333333333333,90.83333333333333,83.33333333333334,51.66666666666667,120,9.166666666666671,49.047619047619044,81.94444444444444,87.08333333333334,7.797911,626.0,-2.492211838006231,5.4899801861336694
BARMM,2000,90.0,89.16666666666667,67035.80833333333,12649.741666666667,26954.941666666666,2047.7166666666667,59756.691666666666,19072.125,5.141666666666667,18214.833,3.225,25.0,71.66666666666667,35.833333333333336,90.0,89.16666666666667,53.333333333333336,120,10.833333333333329,46.07142857142858,83.61111111111113,89.58333333333334,8.044297,617.0,-1.4376996805111841,0.8967265281679904
BARMM,2003,91.66666666666666,86.66666666666667,68559.675,13605.591666666667,29925.083333333332,3951.2,60825.058333333334,19073.0,5.133333333333334,16972.804,3.45,24.166666666666668,70.0,35.833333333333336,89.16666666666667,84.16666666666667,57.49999999999999,120,13.333333333333329,49.28571428571429,81.11111111111113,86.66666666666667,8.227161,616.0,-0.16207455429497752,1.7878611363330021
BARMM,2006,93.33333333333333,87.5,71945.825,15446.066666666668,28961.616666666665,4190.116666666667,64541.59166666667,19795.05,5.108333333333333,17499.656666666666,3.5083333333333333,24.166666666666668,82.5,35.833333333333336,88.33333333333333,90.83333333333333,60.0,120,12.5,50.11904761904762,87.22222222222221,89.58333333333333,8.633499,613.0,-0.48701298701299134,6.110201017754879
BARMM,2009,89.16666666666667,86.66666666666667,73378.64166666666,13889.608333333334,30311.15,2271.95,65376.041666666664,19413.758333333335,4.441666666666666,21161.58008333333,3.783333333333333,31.666666666666664,76.66666666666667,40.0,93.33333333333333,93.33333333333333,53.333333333333336,120,13.333333333333329,54.047619047619044,87.77777777777777,93.33333333333333,8.805437,533.0,-13.050570962479613,1.2928872351175125
BARMM,2012,91.66666666666666,90.0,77272.14166666666,16226.075,30996.6,3374.366666666667,69448.1,20188.4,4.583333333333333,20708.801,3.6333333333333333,30.0,80.0,45.0,90.0,91.66666666666666,57.49999999999999,120,10.0,51.90476190476191,87.22222222222221,90.83333333333333,9.272657,550.0,3.1894934333958735,6.22867067127677
BARMM,2015,85.0,91.66666666666666,79530.0,13537.6,34563.01666666667,3390.858333333333,71903.59166666666,20752.375,4.658333333333333,25377.923583333333,3.7,24.166666666666668,87.5,51.66666666666667,93.33333333333333,89.16666666666667,54.166666666666664,120,8.333333333333343,52.85714285714286,90.0,91.25,9.5436,559.0,1.6363636363636358,3.5357218796002288
BARMM,2018,86.66666666666667,92.5,84701.28333333334,17663.125,35821.00833333333,4932.516666666666,77292.24166666667,22993.041666666668,4.416666666666667,27030.950666666668,3.783333333333333,32.5,85.0,45.83333333333333,95.83333333333334,86.66666666666667,65.83333333333333,120,7.5,54.047619047619044,89.16666666666667,91.25,10.164154,530.0,-5.187835420393561,7.494270974641859
BARMM,2021,86.66666666666667,93.33333333333333,82700.425,15255.108333333334,33837.083333333336,4379.291666666667,74735.25833333333,22068.175,4.383333333333334,26728.352333333332,3.9166666666666665,22.5,90.83333333333333,41.66666666666667,95.83333333333334,89.16666666666667,60.83333333333333,120,6.666666666666671,55.952380952380956,91.94444444444446,92.5,9.924051,526.0,-0.7547169811320753,-3.3082018042129957
CAR,1961,93.33333333333333,85.83333333333333,46211.825,8778.5,15256.825,0.0,41700.9,21013.333333333332,6.491666666666666,8492.039,2.7333333333333334,40.833333333333336,36.666666666666664,0.8333333333333334,76.66666666666667,74.16666666666667,41.66666666666667,120,14.166666666666671,39.04761904761905,62.5,75.41666666666667,5.545419,779.0,0.0,5.505094847692682
CAR,1964,88.33333333333333,92.5,52562.21666666667,10330.033333333333,17373.025,0.0,47236.86666666667,21729.25,6.408333333333333,10237.822916666666,2.6166666666666667,43.333333333333336,40.0,10.0,73.33333333333333,78.33333333333333,46.666666666666664,120,7.5,37.38095238095238,63.888888888888886,75.83333333333333,6.307466,769.0,-1.2836970474967901,13.275412920744323
CAR,1967,95.83333333333334,90.83333333333333,54347.083333333336,10150.05,18536.191666666666,0.0,49285.541666666664,22184.841666666667,6.541666666666667,9652.455333333333,3.0083333333333333,45.0,38.333333333333336,10.833333333333334,79.16666666666666,83.33333333333334,47.5,120,9.166666666666671,42.976190476190474,66.94444444444444,81.25,6.52165,785.0,2.080624187256186,4.337025600060951
CAR,1970,93.33333333333333,91.66666666666666,58050.975,10962.9,19178.741666666665,0.0,52501.85833333333,22041.841666666667,5.925,11923.374083333332,2.8833333333333333,45.83333333333333,39.166666666666664,16.666666666666664,84.16666666666667,82.5,48.333333333333336,120,8.333333333333343,41.19047619047619,68.61111111111111,83.33333333333334,6.966117,711.0,-9.426751592356686,6.525882759734292
CAR,1973,90.83333333333333,92.5,62930.98333333333,14154.275,20773.7,0.0,56362.53333333333,23018.758333333335,6.158333333333333,12960.995499999999,2.8666666666666667,46.666666666666664,45.83333333333333,14.166666666666666,82.5,81.66666666666667,53.333333333333336,120,7.5,40.95238095238095,70.0,82.08333333333334,7.551718,739.0,3.9381153305203975,7.353406379424987
CAR,1976,91.66666666666666,96.66666666666667,65655.54166666667,13238.016666666666,21357.666666666668,194.23333333333332,59811.35833333333,22579.141666666666,6.133333333333334,13236.9825,2.966666666666667,40.833333333333336,56.666666666666664,25.0,83.33333333333334,82.5,46.666666666666664,120,3.3333333333333286,42.38095238095238,74.16666666666667,82.91666666666667,7.878665000000001,736.0,-0.4059539918809252,6.119002812743202
CAR,1979,85.0,92.5,71125.15,14348.425,24424.458333333332,110.99166666666666,63956.183333333334,23404.041666666668,6.058333333333334,15965.902,3.075,52.5,53.333333333333336,23.333333333333332,87.5,76.66666666666667,52.5,120,7.5,43.92857142857143,72.5,82.08333333333334,8.535018,727.0,-1.2228260869565188,6.929829242299723
CAR,1982,90.83333333333333,93.33333333333333,72650.1,15043.725,23312.241666666665,416.80833333333334,65593.33333333333,23240.075,6.091666666666667,14475.719583333334,3.0833333333333335,45.83333333333333,53.333333333333336,14.166666666666666,88.33333333333333,83.33333333333334,50.0,120,6.666666666666671,44.04761904761905,75.0,85.83333333333334,8.718012,731.0,0.5502063273727709,2.559799404331753
CAR,1985,85.83333333333333,89.16666666666667,74354.19166666667,13801.75,25955.375,1292.6333333333334,66825.46666666666,22481.133333333335,5.866666666666666,16101.948333333334,3.158333333333333,49.166666666666664,57.49999999999999,18.333333333333332,90.83333333333333,86.66666666666667,55.00000000000001,120,10.833333333333329,45.11904761904762,78.33333333333333,88.75,8.922503,704.0,-3.69357045143639,1.8784429311921924
CAR,1988,80.83333333333333,88.33333333333333,86575.05833333333,18951.358333333334,29884.816666666666,2049.175,78648.03333333334,25304.208333333332,5.508333333333334,19486.063583333333,3.441666666666667,54.166666666666664,63.33333333333333,25.833333333333336,86.66666666666667,86.66666666666667,56.666666666666664,120,11.666666666666671,49.16666666666667,78.8888888888889,86.66666666666667,10.389007,661.0,-6.107954545454541,17.691708350708634
CAR,1991,83.33333333333334,90.0,86946.90833333334,14884.141666666666,28211.625,669.7,77700.44166666667,24207.9,5.616666666666666,20166.925166666668,3.341666666666667,42.5,71.66666666666667,29.166666666666668,90.0,80.83333333333333,58.333333333333336,120,10.0,47.73809523809524,80.83333333333333,85.41666666666666,10.433629,674.0,1.9667170953101332,-1.2048510642987176
CAR,1994,82.5,92.5,87210.95,18608.641666666666,28705.741666666665,2139.641666666667,77786.44166666667,24530.658333333333,4.991666666666666,22384.073666666667,3.408333333333333,51.66666666666667,70.0,29.166666666666668,87.5,80.83333333333333,64.16666666666667,120,7.5,48.69047619047619,79.44444444444444,84.16666666666666,10.465314,599.0,-11.12759643916914,0.11068148154027568
CAR,1997,81.66666666666667,92.5,92060.24166666667,19801.466666666667,30253.141666666666,1790.8666666666666,81150.05833333333,24800.491666666665,5.283333333333333,22985.772916666665,3.2916666666666665,50.0,70.83333333333334,30.0,86.66666666666667,87.5,60.83333333333333,120,7.5,47.023809523809526,81.66666666666667,87.08333333333334,11.047229,634.0,5.843071786310516,4.324168318536237
CAR,2000,83.33333333333334,86.66666666666667,97505.0,17294.016666666666,31596.658333333333,1732.5583333333334,87804.70833333333,26067.075,5.2,22759.20375,3.191666666666667,51.66666666666667,75.0,29.166666666666668,88.33333333333333,85.0,58.333333333333336,120,13.333333333333329,45.5952380952381,82.77777777777777,86.66666666666666,11.7006,624.0,-1.577287066246058,8.200425405321642
CAR,2003,79.16666666666666,90.0,99546.05,16234.008333333333,33297.7,2367.175,88704.13333333333,27064.141666666666,4.666666666666667,27346.907499999998,3.575,43.333333333333336,77.5,30.0,94.16666666666667,87.5,64.16666666666667,120,10.0,51.07142857142858,86.3888888888889,90.83333333333334,11.945526,560.0,-10.256410256410254,1.0243471188190911
CAR,2006,77.5,90.83333333333333,108464.13333333333,23273.666666666668,35940.35,2094.85,98674.65833333334,29480.4,4.791666666666667,28778.68983333333,3.7416666666666667,47.5,83.33333333333334,37.5,84.16666666666667,88.33333333333333,65.83333333333333,120,9.166666666666671,53.45238095238095,85.27777777777777,86.25,13.015696,575.0,2.678571428571419,11.240203387741431
CAR,2009,75.83333333333333,94.16666666666667,117782.03333333334,23830.108333333334,40500.7,3833.9083333333333,106084.10833333334,30980.691666666666,4.733333333333333,32321.763416666665,3.55,58.333333333333336,85.0,40.0,89.16666666666667,85.83333333333333,55.00000000000001,120,5.833333333333329,50.71428571428571,86.66666666666667,87.5,14.133844,568.0,-1.2173913043478257,7.508969501541207
CAR,2012,80.0,89.16666666666667,110668.43333333333,20443.308333333334,38005.15,3471.4,98615.74166666667,29072.55,4.666666666666667,32450.784666666666,3.575,48.333333333333336,79.16666666666666,45.0,90.83333333333333,86.66666666666667,64.16666666666667,120,10.833333333333329,51.07142857142858,85.55555555555556,88.75,13.280212,560.0,-1.4084507042253502,-7.040042833936877
CAR,2015,68.33333333333333,93.33333333333333,124304.93333333333,24235.316666666666,43185.458333333336,4147.85,111351.94166666667,32815.166666666664,4.383333333333334,39681.46266666667,3.4916666666666667,53.333333333333336,89.16666666666667,39.166666666666664,91.66666666666666,95.0,67.5,120,6.666666666666671,49.88095238095238,91.94444444444444,93.33333333333333,14.916592,526.0,-6.071428571428572,12.914976640392695
CAR,2018,74.16666666666667,91.66666666666666,121218.525,22163.141666666666,39553.15,4716.033333333334,109168.14166666666,31221.541666666668,4.783333333333333,32467.959416666665,3.6333333333333333,50.83333333333333,95.83333333333334,40.0,92.5,92.5,65.0,120,8.333333333333343,51.90476190476191,93.61111111111113,92.5,14.546223,574.0,9.125475285171092,-1.9611692147562532
CAR,2021,72.5,89.16666666666667,121513.675,26008.883333333335,40334.64166666667,4974.983333333334,108256.05,32460.291666666668,4.35,36427.91108333333,3.7083333333333335,53.333333333333336,95.0,45.83333333333333,94.16666666666667,90.0,60.83333333333333,120,10.833333333333329,52.976190476190474,93.05555555555556,92.08333333333334,14.581641,522.0,-9.059233449477356,-0.8354925280780523
CARAGA,1961,95.83333333333334,85.83333333333333,37621.675,7806.916666666667,14840.466666666667,0.0,34637.53333333333,18469.375,6.925,6496.394416666666,2.816666666666667,28.333333333333332,27.500000000000004,5.0,74.16666666666667,85.83333333333333,44.166666666666664,120,14.166666666666671,40.23809523809524,62.5,80.0,4.514601,831.0,0.0,5.505094847692682
CARAGA,1964,95.0,87.5,41304.76666666667,7837.691666666667,15881.425,0.0,36927.9,18814.708333333332,6.641666666666667,8493.436583333334,2.95,27.500000000000004,34.166666666666664,5.833333333333333,73.33333333333333,85.0,45.83333333333333,120,12.5,42.142857142857146,64.16666666666667,79.16666666666666,4.956572,797.0,-4.091456077015643,6.612383868751248
CARAGA,1967,95.0,89.16666666666667,44342.35,8090.358333333334,17999.558333333334,0.0,39908.208333333336,18981.941666666666,6.383333333333334,9152.878916666667,3.075,33.33333333333333,35.0,10.0,83.33333333333334,79.16666666666666,50.83333333333333,120,10.833333333333329,43.92857142857143,65.83333333333333,81.25,5.321082,766.0,-3.8895859473023875,8.070614178800684
CARAGA,1970,98.33333333333333,93.33333333333333,45642.01666666667,10017.225,18271.791666666668,0.0,40768.175,18663.583333333332,6.408333333333333,7879.171583333333,3.0083333333333333,33.33333333333333,37.5,11.666666666666666,82.5,82.5,45.83333333333333,120,6.666666666666671,42.976190476190474,67.5,82.5,5.477042,769.0,0.3916449086161844,2.154861625166915
CARAGA,1973,96.66666666666667,87.5,49422.941666666666,9962.358333333334,19326.8,0.0,44875.9,19275.608333333334,6.275,9074.296333333334,3.2583333333333333,24.166666666666668,41.66666666666667,7.5,85.0,82.5,47.5,120,12.5,46.54761904761905,69.72222222222223,83.75,5.930753,753.0,-2.080624187256175,10.075812812322349
CARAGA,1976,95.0,92.5,53376.99166666667,10952.358333333334,21099.391666666666,0.0,47811.683333333334,20223.141666666666,6.516666666666667,11112.81625,2.808333333333333,25.833333333333336,48.333333333333336,18.333333333333332,85.0,87.5,45.0,120,7.5,40.11904761904761,73.61111111111111,86.25,6.405239,782.0,3.8512616201859196,6.542004357201381
CARAGA,1979,91.66666666666666,89.16666666666667,58221.683333333334,11458.758333333333,22911.825,578.0916666666667,52418.066666666666,20110.366666666665,5.833333333333333,12817.004916666667,3.0083333333333333,24.166666666666668,46.666666666666664,15.833333333333332,86.66666666666667,80.0,58.333333333333336,120,10.833333333333329,42.976190476190474,71.11111111111111,83.33333333333334,6.986602,700.0,-10.48593350383632,9.634430357154677
CARAGA,1982,94.16666666666667,86.66666666666667,59604.09166666667,11392.65,23870.35,610.7083333333334,53409.125,19916.983333333334,5.833333333333333,11918.7375,3.175,29.166666666666668,49.166666666666664,22.5,85.0,80.83333333333333,45.83333333333333,120,13.333333333333329,45.357142857142854,71.66666666666667,82.91666666666666,7.152491,700.0,0.0,1.8906808212435733
CARAGA,1985,96.66666666666667,89.16666666666667,57523.23333333333,10175.033333333333,23563.65,744.0916666666667,52163.725,19529.491666666665,6.1,11654.723833333333,3.3916666666666666,37.5,50.83333333333333,20.833333333333336,83.33333333333334,77.5,52.5,120,10.833333333333329,48.45238095238095,70.55555555555556,80.41666666666667,6.902788,732.0,4.571428571428582,-2.331811277567275
CARAGA,1988,86.66666666666667,93.33333333333333,73584.65,15708.483333333334,27445.616666666665,1626.9416666666666,66535.90833333334,22541.325,5.508333333333334,17695.417416666667,3.216666666666667,29.166666666666668,60.83333333333333,22.5,85.0,84.16666666666667,57.49999999999999,120,6.666666666666671,45.952380952380956,76.66666666666667,84.58333333333334,8.830158,661.0,-9.699453551912573,27.552064836882995
CARAGA,1991,94.16666666666667,89.16666666666667,70304.175,15507.55,27406.525,1853.8833333333334,61618.14166666667,21380.866666666665,5.458333333333333,15654.101666666666,3.1166666666666667,30.0,55.833333333333336,26.666666666666668,88.33333333333333,85.0,55.00000000000001,120,10.833333333333329,44.523809523809526,76.38888888888889,86.66666666666666,8.436501,655.0,-0.9077155824508298,-7.3911468105755995
CARAGA,1994,85.83333333333333,90.0,75726.425,16008.475,29977.658333333333,830.9916666666667,69113.96666666666,22026.783333333333,5.316666666666666,18872.046916666666,3.3583333333333334,28.333333333333332,61.66666666666667,25.833333333333336,88.33333333333333,85.83333333333333,58.333333333333336,120,10.0,47.976190476190474,78.6111111111111,87.08333333333333,9.087171,638.0,-2.5954198473282397,12.164964403746325
CARAGA,1997,89.16666666666667,91.66666666666666,74550.65833333334,16180.191666666668,28139.608333333334,2433.491666666667,67424.525,21576.7,5.025,18410.585499999997,3.441666666666667,30.833333333333336,66.66666666666666,31.666666666666664,86.66666666666667,86.66666666666667,59.166666666666664,120,8.333333333333343,49.16666666666667,80.0,86.66666666666667,8.946079,603.0,-5.485893416927901,-2.444428743056759
CARAGA,2000,86.66666666666667,90.83333333333333,79514.89166666666,15794.033333333333,32077.216666666667,2996.125,71632.15833333334,21964.608333333334,4.8,22291.09591666667,2.8916666666666666,35.0,71.66666666666667,33.33333333333333,89.16666666666667,85.83333333333333,47.5,120,9.166666666666671,41.30952380952381,82.22222222222223,87.5,9.541787,576.0,-4.477611940298509,6.240508677418699
CARAGA,2003,81.66666666666667,95.0,87610.70833333333,15920.675,35935.75833333333,3197.4,78766.54166666667,24010.2,4.9,25335.029166666667,3.091666666666667,26.666666666666668,75.83333333333333,36.666666666666664,93.33333333333333,90.0,55.00000000000001,120,5.0,44.16666666666667,86.38888888888887,91.66666666666666,10.513285,588.0,2.083333333333326,9.959749223434212
CARAGA,2006,87.5,90.83333333333333,82385.73333333334,16789.25,32243.858333333334,4523.041666666667,74205.74166666667,22372.708333333332,4.516666666666667,23812.893999999997,3.7416666666666667,33.33333333333333,73.33333333333333,45.83333333333333,90.83333333333333,85.0,58.333333333333336,120,9.166666666666671,53.45238095238095,83.05555555555556,87.91666666666666,9.886288,542.0,-7.823129251700678,-5.7902757992104315
CARAGA,2009,79.16666666666666,90.0,94189.29166666667,17539.783333333333,37751.291666666664,1953.975,84558.25833333333,24913.2,4.716666666666667,30122.990833333333,3.2916666666666665,36.666666666666664,68.33333333333333,39.166666666666664,88.33333333333333,85.83333333333333,60.0,120,10.0,47.023809523809526,80.83333333333333,87.08333333333333,11.302715,566.0,4.428044280442811,13.951099246700238
CARAGA,2012,80.0,93.33333333333333,99568.6,22707.8,39167.35,3667.45,88592.34166666666,26146.433333333334,4.858333333333333,27169.230083333332,3.4583333333333335,29.166666666666668,80.83333333333333,45.83333333333333,87.5,90.0,58.333333333333336,120,6.666666666666671,49.404761904761905,86.1111111111111,88.75,11.948232,583.0,3.0035335689045928,4.770773917114934
CARAGA,2015,74.16666666666667,92.5,102084.11666666667,21559.083333333332,39552.09166666667,4658.558333333333,89416.85,26525.75,4.116666666666666,33439.301583333334,3.433333333333333,24.166666666666668,87.5,47.5,93.33333333333333,82.5,65.0,120,7.5,49.047619047619044,87.77777777777777,87.91666666666666,12.250094,493.99999999999994,-15.265866209262446,0.9306767580832265
CARAGA,2018,75.83333333333333,85.83333333333333,104981.275,22706.05,39783.416666666664,3911.008333333333,95047.06666666667,28763.391666666666,4.283333333333333,34438.50041666666,3.8333333333333335,41.66666666666667,89.16666666666667,47.5,94.16666666666667,86.66666666666667,60.0,120,14.166666666666671,54.761904761904766,90.0,90.41666666666667,12.597753,514.0,4.048582995951433,6.296594732051797
CARAGA,2021,80.0,92.5,106158.55833333333,21848.516666666666,42290.05,3937.133333333333,96621.625,28078.983333333334,4.083333333333333,35754.81608333333,3.625,26.666666666666668,89.16666666666667,48.333333333333336,95.83333333333334,92.5,54.166666666666664,120,7.5,51.78571428571429,92.5,94.16666666666667,12.739027,489.99999999999994,-4.669260700389111,1.6566090764856156
NCR,1961,64.16666666666667,91.66666666666666,91855.56666666667,36553.325,1083.8333333333333,0.0,81312.53333333334,29664.391666666666,6.108333333333333,18263.090166666665,2.7666666666666666,97.5,47.5,5.833333333333333,84.16666666666667,80.0,57.49999999999999,120,8.333333333333343,39.523809523809526,70.55555555555556,82.08333333333334,11.022668,733.0,0.0,5.505094847692682
NCR,1964,61.66666666666667,84.16666666666667,101884.41666666667,37975.34166666667,1191.9666666666667,0.0,90681.85833333334,32458.666666666668,6.225,21830.445499999998,2.8583333333333334,98.33333333333333,51.66666666666667,10.833333333333334,79.16666666666666,84.16666666666667,51.66666666666667,120,15.833333333333329,40.833333333333336,71.66666666666667,81.66666666666666,12.22613,747.0,1.9099590723056004,11.52260865073691
NCR,1967,61.66666666666667,89.16666666666667,109477.04166666667,41971.15,1368.2416666666666,0.0,98993.53333333334,32076.25,6.325,22092.1705,2.6083333333333334,100.0,55.833333333333336,10.0,77.5,81.66666666666667,55.00000000000001,120,10.833333333333329,37.26190476190476,71.66666666666667,79.58333333333334,13.137245,759.0,1.6064257028112428,9.165752833877194
NCR,1970,58.333333333333336,86.66666666666667,125150.80833333333,46548.63333333333,1533.325,0.0,111742.74166666667,35501.6,6.225,24711.939916666666,3.025,99.16666666666667,50.0,13.333333333333334,78.33333333333333,79.16666666666666,51.66666666666667,120,13.333333333333329,43.21428571428571,69.16666666666666,78.75,15.018097,747.0,-1.5810276679841917,12.878829458893936
NCR,1973,50.0,84.16666666666667,142347.70833333334,55571.21666666667,1752.8833333333334,0.0,130045.99166666667,39058.61666666667,6.108333333333333,26283.036333333333,3.1416666666666666,99.16666666666667,57.49999999999999,15.0,86.66666666666667,84.16666666666667,54.166666666666664,120,15.833333333333329,44.88095238095238,76.1111111111111,85.41666666666667,17.081725,733.0,-1.8741633199464536,16.37981109735016
NCR,1976,55.00000000000001,87.5,140612.725,54468.208333333336,1745.6416666666667,193.25833333333333,125988.35833333334,37814.825,6.166666666666667,27759.44875,2.966666666666667,98.33333333333333,61.66666666666667,18.333333333333332,85.83333333333333,82.5,50.83333333333333,120,12.5,42.38095238095238,76.66666666666667,84.16666666666666,16.873527,740.0,0.9549795361528002,-3.1201525562847388
NCR,1979,58.333333333333336,88.33333333333333,150899.44166666668,55782.75,1792.3083333333334,291.19166666666666,136913.275,39912.583333333336,6.391666666666667,26339.845583333336,3.125,100.0,62.5,12.5,84.16666666666667,82.5,57.49999999999999,120,11.666666666666671,44.642857142857146,76.3888888888889,83.33333333333334,18.107933,767.0,3.6486486486486447,8.671369967185449
NCR,1982,57.49999999999999,86.66666666666667,147172.50833333333,59343.808333333334,1689.9833333333333,572.075,133174.85833333334,39960.958333333336,5.558333333333334,33472.54791666667,3.075,99.16666666666667,73.33333333333333,13.333333333333334,87.5,85.83333333333333,58.333333333333336,120,13.333333333333329,43.92857142857143,82.22222222222221,86.66666666666666,17.660701,667.0,-13.037809647979138,-2.730499775618289
NCR,1985,60.0,88.33333333333333,145629.05,57686.6,1821.8833333333334,1431.95,130266.63333333333,38911.8,5.775,30400.2245,3.175,100.0,76.66666666666667,17.5,90.0,80.83333333333333,52.5,120,11.666666666666671,45.357142857142854,82.5,85.41666666666666,17.475486,693.0,3.8980509745127456,-2.1837642903443477
NCR,1988,50.83333333333333,93.33333333333333,177518.94166666668,69260.075,2216.358333333333,1330.4166666666667,157363.09166666667,46178.50833333333,5.608333333333333,36907.64758333333,3.2,98.33333333333333,79.16666666666666,19.166666666666668,85.83333333333333,88.33333333333333,66.66666666666666,120,6.666666666666671,45.714285714285715,84.44444444444444,87.08333333333333,21.302273,673.0,-2.886002886002881,20.800766581567707
NCR,1991,55.833333333333336,88.33333333333333,169787.575,68586.65,2042.0083333333334,1019.6166666666667,154557.675,45857.78333333333,5.816666666666666,39106.67591666667,3.2583333333333333,97.5,83.33333333333334,25.833333333333336,82.5,82.5,55.00000000000001,120,11.666666666666671,46.54761904761905,82.77777777777779,82.5,20.374509,698.0,3.714710252600306,-1.7827666176064016
